MANDT,KNUMV,KPOSN,STUNR,ZAEHK,KAPPL,KSCHL,KDATU,KRECH,KAWRT,KBETR,WAERS,KKURS,KPEIN,KMEIN,KUMZA,KUMNE,KNTYP,KSTAT,KNPRS,KRUEK,KRELI,KHERK,KGRPE,KOUPD,KOLNR,KNUMH,KOPOS,KVSL1,SAKN1,MWSK1,KVSL2,SAKN2,MWSK2,LIFNR,KUNNR,KDIFF,KWERT,KSTEU,KINAK,KOAID,ZAEKO,KMXAW,KMXWR,KFAKTOR,KDUPL,KFAKTOR1,KZBZG,KSTBS,KONMS,KONWS,KAWRT_K,KWAEH,KWERT_K,KFKIV,KVARC,KMPRS,PRSQU,VARCOND,STUFE,WEGXX,KTREL,MDFLG,TXJLV,KBFLAG,KOLNR3,CPF_GUID,KAQTY
375,1000000029,10,35,1,M,SKTO,1/24/17,A,1050,0.00,,,0,,0,0,E,X,,,,A,X,,0,,0,,,,,,,,,0,0,A,,A,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000029,10,60,1,M,WOTB,1/24/17,C,100,105.00,USD,1,1,EA,1,1,,X,,,,A,,,0,,0,,,,,,,,,0,"1,050.00",A,,B,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000030,10,1,1,M,PBXX,1/24/17,C,1000,4332.50,USD,,1,LB,1,1,H,,,,,A,,,0,,0,,,,,,,,,0,"106,855.00",C,,B,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,X,,,0,0,,,,0,0,,0
375,1000000030,10,21,1,M,NAVM,1/24/17,B,86628337.5,0.00,USD,1,0,,0,0,N,X,,,,A,,,0,,0,,,XI,,,,,,0,0,A,,D,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000030,10,35,1,M,SKTO,1/24/17,A,86628337.5,0.00,,,0,,0,0,E,X,,,,A,X,,0,,0,,,,,,,,,0,0,A,,A,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000030,10,60,1,M,WOTB,1/24/17,C,1000,4332.50,USD,1,1,LB,1,1,,X,,,,A,,,0,,0,,,,,,,,,0,"106,855.00",A,,B,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000031,10,1,1,M,PBXX,1/25/17,C,200,1500.00,USD,1,1,LB,1,1,H,,,,,A,,,0,,0,,,,,,,,,0,"30,000.00",C,,B,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,X,,,0,0,,,,0,0,,0
375,1000000031,10,10,1,M,ZC00,1/25/17,C,200,15.00,USD,1,1,LB,1,1,,,,,,C,,,0,,0,,,,,,,,,0,300,C,,A,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,X,,,0,0,,,,0,0,,0
375,1000000031,10,21,1,M,NAVM,1/25/17,B,30300,0.00,USD,1,0,,0,0,N,X,,,,A,,,0,,0,,,XI,,,,,,0,0,A,,D,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000031,10,35,1,M,SKTO,1/25/17,A,30300,0.00,,,0,,0,0,E,X,,,,A,X,,0,,0,,,,,,,,,0,0,A,,A,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000031,10,60,1,M,WOTB,1/25/17,C,200,1515.00,USD,1,1,LB,1,1,,X,,,,A,,,0,,0,,,,,,,,,0,"30,300.00",A,,B,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000032,10,1,1,M,PBXX,1/25/17,C,100,1000.00,USD,1,1,LB,1,1,H,,,,,A,,,0,,0,,,,,,,,,0,"10,000.00",C,,B,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,X,,,0,0,,,,0,0,,0
375,1000000032,10,10,1,M,ZC00,1/25/17,C,100,1000.00,USD,1,1,LB,1,1,,,,,,C,,,0,,0,,,,,,,,,0,"10,000.00",C,,A,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,X,,,0,0,,,,0,0,,0
375,1000000032,10,21,1,M,NAVM,1/25/17,B,20000,0.00,USD,1,0,,0,0,N,X,,,,A,,,0,,0,,,XI,,,,,,0,0,A,,D,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000032,10,35,1,M,SKTO,1/25/17,A,20000,0.00,,,0,,0,0,E,X,,,,A,X,,0,,0,,,,,,,,,0,0,A,,A,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000032,10,60,1,M,WOTB,1/25/17,C,100,2000.00,USD,1,1,LB,1,1,,X,,,,A,,,0,,0,,,,,,,,,0,"20,000.00",A,,B,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000033,10,1,1,M,PBXX,1/26/17,C,1000,100.00,USD,1,1,LB,1,1,H,,,,,A,,,0,,0,,,,,,,,,0,"10,000.00",C,,B,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,X,,,0,0,,,,0,0,,0
375,1000000033,10,10,1,M,ZC00,1/26/17,C,1000,100.00,USD,1,1,LB,1,1,,,,,,C,,,0,,0,,,,,,,,,0,"10,000.00",C,,A,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,X,,,0,0,,,,0,0,,0
375,1000000033,10,21,1,M,NAVM,1/26/17,B,20000,0.00,USD,1,0,,0,0,N,X,,,,A,,,0,,0,,,XI,,,,,,0,0,A,,D,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000033,10,35,1,M,SKTO,1/26/17,A,20000,0.00,,,0,,0,0,E,X,,,,A,X,,0,,0,,,,,,,,,0,0,A,,A,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000033,10,60,1,M,WOTB,1/26/17,C,1000,200.00,USD,1,1,LB,1,1,,X,,,,A,,,0,,0,,,,,,,,,0,"20,000.00",A,,B,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000034,10,1,1,M,PBXX,1/26/17,C,1000,5000.00,USD,1,1,LB,1,1,H,,,,,A,,,0,,0,,,,,,,,,0,"500,000.00",C,,B,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,X,,,0,0,,,,0,0,,0
375,1000000034,10,10,1,M,ZC00,1/26/17,C,1000,50.00,USD,1,1,LB,1,1,,,,,,C,,,0,,0,,,,,,,,,0,"5,000.00",C,,A,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,X,,,0,0,,,,0,0,,0
375,1000000034,10,21,1,M,NAVM,1/26/17,B,505000,0.00,USD,1,0,,0,0,N,X,,,,A,,,0,,0,,,XI,,,,,,0,0,A,,D,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000034,10,35,1,M,SKTO,1/26/17,A,505000,0.00,,,0,,0,0,E,X,,,,A,X,,0,,0,,,,,,,,,0,0,A,,A,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000034,10,60,1,M,WOTB,1/26/17,C,1000,5050.00,USD,1,1,LB,1,1,,X,,,,A,,,0,,0,,,,,,,,,0,"505,000.00",A,,B,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000035,10,1,1,M,PBXX,2/4/17,C,1000,0.00,CHF,/1.60100,1,LB,1,1,H,,,,,A,,,0,,0,,,,,,,,,0,0,A,X,B,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000035,10,10,1,M,ZC00,2/4/17,C,1000,1000.00,CHF,/1.60100,1,LB,1,1,,,,,,C,,,0,,0,,,,,,,,,0,"100,000.00",C,,A,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,X,,,0,0,,,,0,0,,0
375,1000000035,10,21,1,M,NAVM,2/4/17,B,100000,0.00,CHF,/1.60100,0,,0,0,N,X,,,,A,,,0,,0,,,XI,,,,,,0,0,A,,D,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000035,10,35,1,M,SKTO,2/4/17,A,100000,0.00,,,0,,0,0,E,X,,,,A,X,,0,,0,,,,,,,,,0,0,A,,A,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000035,10,60,1,M,WOTB,2/4/17,C,1000,1000.00,CHF,/1.60100,1,LB,0,0,,X,,,,A,,,0,,0,,,,,,,,,0,"100,000.00",A,,B,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000036,10,1,1,M,PBXX,2/4/17,C,1000,1000.00,CNY,/8.28000,1,LB,1,1,H,,,,,A,,,0,,0,,,,,,,,,0,"100,000.00",C,,B,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,X,,,0,0,,,,0,0,,0
375,1000000036,10,10,1,M,ZC00,2/4/17,C,1000,1000.00,CNY,/8.28000,1,LB,1,1,,,,,,C,,,0,,0,,,,,,,,,0,"100,000.00",C,,A,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,X,,,0,0,,,,0,0,,0
375,1000000036,10,21,1,M,NAVM,2/4/17,B,200000,0.00,CNY,/8.28000,0,,0,0,N,X,,,,A,,,0,,0,,,XI,,,,,,0,0,A,,D,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000036,10,35,1,M,SKTO,2/4/17,A,200000,0.00,,,0,,0,0,E,X,,,,A,X,,0,,0,,,,,,,,,0,0,A,,A,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000036,10,60,1,M,WOTB,2/4/17,C,1000,2000.00,CNY,/8.28000,1,LB,1,1,,X,,,,A,,,0,,0,,,,,,,,,0,"200,000.00",A,,B,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000037,10,1,1,M,PBXX,1/27/17,C,1000,1000.00,USD,1,1,LB,1,1,H,,,,,A,,,0,,0,,,,,,,,,0,"100,000.00",C,,B,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,X,,,0,0,,,,0,0,,0
375,1000000037,10,10,1,M,ZC00,1/27/17,C,1000,50.00,USD,1,1,LB,1,1,,,,,,C,,,0,,0,,,,,,,,,0,"5,000.00",C,,A,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,X,,,0,0,,,,0,0,,0
375,1000000037,10,21,1,M,NAVM,1/27/17,B,105000,0.00,USD,1,0,,0,0,N,X,,,,A,,,0,,0,,,XI,,,,,,0,0,A,,D,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000037,10,35,1,M,SKTO,1/27/17,A,105000,0.00,,,0,,0,0,E,X,,,,A,X,,0,,0,,,,,,,,,0,0,A,,A,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000037,10,60,1,M,WOTB,1/27/17,C,1000,1050.00,USD,1,1,LB,1,1,,X,,,,A,,,0,,0,,,,,,,,,0,"105,000.00",A,,B,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000038,10,1,1,M,PBXX,1/27/17,C,1000,11788.50,KRW,"/1,277.00000",1,LB,1,1,H,,,,,A,,,0,,0,,,,,,,,,0,"1,178,850.00",C,,B,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,X,,,0,0,,,,0,0,,0
375,1000000038,10,10,1,M,ZC00,1/27/17,C,1000,20.00,KRW,"/1,277.00000",1,LB,1,1,,,,,,C,,,0,,0,,,,,,,,,0,"2,000.00",C,,A,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,X,,,0,0,,,,0,0,,0
375,1000000038,10,10,2,M,ZC00,1/27/17,C,1000,0.00,KRW,"/1,277.00000",1,LB,1,1,,,,,,C,,,0,,0,,,,,,,,,0,0,C,,A,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,X,,,0,0,,,,0,0,,0
375,1000000038,10,10,3,M,ZC00,1/27/17,C,1000,0.00,KRW,"/1,277.00000",1,LB,1,1,,,,,,C,,,0,,0,,,,,,,,,0,0,C,,A,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,X,,,0,0,,,,0,0,,0
375,1000000038,10,21,1,M,NAVM,1/27/17,B,1180850,0.00,KRW,"/1,277.00000",0,,0,0,N,X,,,,A,,,0,,0,,,XI,,,,,,0,0,A,,D,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000038,10,35,1,M,SKTO,1/27/17,A,1180850,0.00,,,0,,0,0,E,X,,,,A,X,,0,,0,,,,,,,,,0,0,A,,A,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000038,10,60,1,M,WOTB,1/27/17,C,1000,11808.50,KRW,"/1,277.00000",1,LB,1,1,,X,,,,A,,,0,,0,,,,,,,,,0,"1,180,850.00",A,,B,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000039,10,1,1,M,PBXX,1/28/17,C,1000,100.00,USD,1,1,LB,1,1,H,,,,,A,,,0,,0,,,,,,,,,0,"10,000.00",C,,B,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,X,,,0,0,,,,0,0,,0
375,1000000039,10,10,1,M,ZC00,1/28/17,C,1000,100.00,USD,1,1,LB,1,1,,,,,,C,,,0,,0,,,,,,,,,0,"10,000.00",C,,A,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,X,,,0,0,,,,0,0,,0
375,1000000039,10,21,1,M,NAVM,1/28/17,B,20000,0.00,USD,1,0,,0,0,N,X,,,,A,,,0,,0,,,XI,,,,,,0,0,A,,D,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000039,10,35,1,M,SKTO,1/28/17,A,20000,0.00,,,0,,0,0,E,X,,,,A,X,,0,,0,,,,,,,,,0,0,A,,A,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000039,10,60,1,M,WOTB,1/28/17,C,1000,200.00,USD,1,1,LB,1,1,,X,,,,A,,,0,,0,,,,,,,,,0,"20,000.00",A,,B,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000040,10,1,1,M,PBXX,1/28/17,C,1000,1000.00,HRK,/8.10000,1,LB,1,1,H,,,,,A,,,0,,0,,,,,,,,,0,"100,000.00",C,,B,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,X,,,0,0,,,,0,0,,0
375,1000000040,10,10,1,M,ZC00,1/28/17,C,1000,200.00,HRK,/8.10000,1,LB,1,1,,,,,,C,,,0,,0,,,,,,,,,0,"20,000.00",C,,A,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,X,,,0,0,,,,0,0,,0
375,1000000040,10,21,1,M,NAVM,1/28/17,B,120000,0.00,HRK,/8.10000,0,,0,0,N,X,,,,A,,,0,,0,,,XI,,,,,,0,0,A,,D,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000040,10,35,1,M,SKTO,1/28/17,A,120000,0.00,,,0,,0,0,E,X,,,,A,X,,0,,0,,,,,,,,,0,0,A,,A,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000040,10,60,1,M,WOTB,1/28/17,C,1000,1200.00,HRK,/8.10000,1,LB,1,1,,X,,,,A,,,0,,0,,,,,,,,,0,"120,000.00",A,,B,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000041,10,1,1,M,PBXX,1/28/17,C,10,1000.00,USD,1,1,LB,1,1,H,,,,,A,,,0,,0,,,,,,,,,0,"1,000.00",C,,B,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,X,,,0,0,,,,0,0,,0
375,1000000041,10,10,1,M,ZC00,1/28/17,C,10,0.00,USD,1,1,LB,1,1,,,,,,C,,,0,,0,,,,,,,,,0,0,C,,A,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,X,,,0,0,,,,0,0,,0
375,1000000041,10,21,1,M,NAVM,1/28/17,B,1000,0.00,USD,1,0,,0,0,N,X,,,,A,,,0,,0,,,XI,,,,,,0,0,A,,D,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000041,10,35,1,M,SKTO,1/28/17,A,1000,0.00,,,0,,0,0,E,X,,,,A,X,,0,,0,,,,,,,,,0,0,A,,A,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000041,10,60,1,M,WOTB,1/28/17,C,10,1000.00,USD,1,1,LB,1,1,,X,,,,A,,,0,,0,,,,,,,,,0,"1,000.00",A,,B,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000041,20,1,1,M,PBXX,1/28/17,C,10,1000.00,USD,1,1,LB,1,1,H,,,,,A,,,0,,0,,,,,,,,,0,"1,000.00",C,,B,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,X,,,0,0,,,,0,0,,0
375,1000000041,20,10,1,M,ZC00,1/28/17,C,10,10.00,USD,1,1,LB,1,1,,,,,,C,,,0,,0,,,,,,,,,0,10,C,,A,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,X,,,0,0,,,,0,0,,0
375,1000000041,20,21,1,M,NAVM,1/28/17,B,1010,0.00,USD,1,0,,0,0,N,X,,,,A,,,0,,0,,,XI,,,,,,0,0,A,,D,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000041,20,35,1,M,SKTO,1/28/17,A,1010,0.00,,,0,,0,0,E,X,,,,A,X,,0,,0,,,,,,,,,0,0,A,,A,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000041,20,60,1,M,WOTB,1/28/17,C,10,1010.00,USD,1,1,LB,1,1,,X,,,,A,,,0,,0,,,,,,,,,0,"1,010.00",A,,B,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000042,10,1,1,M,PBXX,1/28/17,C,100,1000.00,USD,1,1,LB,1,1,H,,,,,A,,,0,,0,,,,,,,,,0,"10,000.00",C,,B,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,X,,,0,0,,,,0,0,,0
375,1000000042,10,10,1,M,ZC00,1/28/17,C,100,0.00,USD,1,1,LB,1,1,,,,,,C,,,0,,0,,,,,,,,,0,0,C,,A,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,X,,,0,0,,,,0,0,,0
375,1000000042,10,21,1,M,NAVM,1/28/17,B,10000,0.00,USD,1,0,,0,0,N,X,,,,A,,,0,,0,,,XI,,,,,,0,0,A,,D,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000042,10,35,1,M,SKTO,1/28/17,A,10000,0.00,,,0,,0,0,E,X,,,,A,X,,0,,0,,,,,,,,,0,0,A,,A,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000042,10,60,1,M,WOTB,1/28/17,C,100,1000.00,USD,1,1,LB,1,1,,X,,,,A,,,0,,0,,,,,,,,,0,"10,000.00",A,,B,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000042,20,1,1,M,PBXX,1/28/17,C,100,1000.00,USD,1,1,LB,1,1,H,,,,,A,,,0,,0,,,,,,,,,0,"10,000.00",C,,B,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,X,,,0,0,,,,0,0,,0
375,1000000042,20,10,1,M,ZC00,1/28/17,C,100,0.00,USD,1,1,LB,1,1,,,,,,C,,,0,,0,,,,,,,,,0,0,C,,A,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,X,,,0,0,,,,0,0,,0
375,1000000042,20,21,1,M,NAVM,1/28/17,B,10000,0.00,USD,1,0,,0,0,N,X,,,,A,,,0,,0,,,XI,,,,,,0,0,A,,D,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000042,20,35,1,M,SKTO,1/28/17,A,10000,0.00,,,0,,0,0,E,X,,,,A,X,,0,,0,,,,,,,,,0,0,A,,A,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000042,20,60,1,M,WOTB,1/28/17,C,100,1000.00,USD,1,1,LB,1,1,,X,,,,A,,,0,,0,,,,,,,,,0,"10,000.00",A,,B,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000043,10,1,1,M,PBXX,1/28/17,C,10000,1000.00,EUR,0.94,1,LB,1,1,H,,,,,A,,,0,,0,,,,,,,,,0,"1,000,000.00",C,,B,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,X,,,0,0,,,,0,0,,0
375,1000000043,10,10,1,M,ZC00,1/28/17,C,10000,10.00,EUR,0.94,1,LB,1,1,,,,,,C,,,0,,0,,,,,,,,,0,"10,000.00",C,,A,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,X,,,0,0,,,,0,0,,0
375,1000000043,10,21,1,M,NAVM,1/28/17,B,1010000,0.00,EUR,0.94,0,,0,0,N,X,,,,A,,,0,,0,,,XI,,,,,,0,0,A,,D,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000043,10,35,1,M,SKTO,1/28/17,A,1010000,0.00,,,0,,0,0,E,X,,,,A,X,,0,,0,,,,,,,,,0,0,A,,A,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000043,10,60,1,M,WOTB,1/28/17,C,10000,1010.00,EUR,0.94,1,LB,1,1,,X,,,,A,,,0,,0,,,,,,,,,0,"1,010,000.00",A,,B,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000044,10,1,1,M,PBXX,1/28/17,C,10000,1000.00,EUR,0.94,1,LB,1,1,H,,,,,A,,,0,,0,,,,,,,,,0,"1,000,000.00",C,,B,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,X,,,0,0,,,,0,0,,0
375,1000000044,10,10,1,M,ZC00,1/28/17,C,10000,10.00,EUR,0.94,1,LB,1,1,,,,,,C,,,0,,0,,,,,,,,,0,"10,000.00",C,,A,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,X,,,0,0,,,,0,0,,0
375,1000000044,10,21,1,M,NAVM,1/28/17,B,1010000,0.00,EUR,0.94,0,,0,0,N,X,,,,A,,,0,,0,,,XI,,,,,,0,0,A,,D,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000044,10,35,1,M,SKTO,1/28/17,A,1010000,0.00,,,0,,0,0,E,X,,,,A,X,,0,,0,,,,,,,,,0,0,A,,A,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000044,10,60,1,M,WOTB,1/28/17,C,10000,1010.00,EUR,0.94,1,LB,1,1,,X,,,,A,,,0,,0,,,,,,,,,0,"1,010,000.00",A,,B,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000045,10,1,1,M,PBXX,1/28/17,C,10000,1000.00,EUR,0.94,1,LB,1,1,H,,,,,A,,,0,,0,,,,,,,,,0,"1,000,000.00",C,,B,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,X,,,0,0,,,,0,0,,0
375,1000000045,10,10,1,M,ZC00,1/28/17,C,10000,10.00,EUR,0.94,1,LB,1,1,,,,,,C,,,0,,0,,,,,,,,,0,"10,000.00",C,,A,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,X,,,0,0,,,,0,0,,0
375,1000000045,10,21,1,M,NAVM,1/28/17,B,1010000,0.00,EUR,0.94,0,,0,0,N,X,,,,A,,,0,,0,,,XI,,,,,,0,0,A,,D,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000045,10,35,1,M,SKTO,1/28/17,A,1010000,0.00,,,0,,0,0,E,X,,,,A,X,,0,,0,,,,,,,,,0,0,A,,A,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000045,10,60,1,M,WOTB,1/28/17,C,10000,1010.00,EUR,0.94,1,LB,1,1,,X,,,,A,,,0,,0,,,,,,,,,0,"1,010,000.00",A,,B,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000046,10,1,1,M,PBXX,2/6/17,C,10000,1000.00,CHF,/1.60100,1,LB,1,1,H,,,,,A,,,0,,0,,,,,,,,,0,"1,000,000.00",C,,B,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,X,,,0,0,,,,0,0,,0
375,1000000046,10,10,1,M,ZC00,2/6/17,C,10000,100.00,CHF,/1.60100,1,LB,1,1,,,,,,C,,,0,,0,,,,,,,,,0,"100,000.00",C,,A,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,X,,,0,0,,,,0,0,,0
375,1000000046,10,21,1,M,NAVM,2/6/17,B,1100000,0.00,CHF,/1.60100,0,,0,0,N,X,,,,A,,,0,,0,,,XI,,,,,,0,0,A,,D,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000046,10,35,1,M,SKTO,2/6/17,A,1100000,0.00,,,0,,0,0,E,X,,,,A,X,,0,,0,,,,,,,,,0,0,A,,A,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000046,10,60,1,M,WOTB,2/6/17,C,10000,1100.00,CHF,/1.60100,1,LB,1,1,,X,,,,A,,,0,,0,,,,,,,,,0,"1,100,000.00",A,,B,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000047,10,1,1,M,PBXX,1/29/17,C,1000,50.00,AUD,0.56,1,LB,1,1,H,,,,,A,,,0,,0,,,,,,,,,0,"5,000.00",C,,B,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,X,,,0,0,,,,0,0,,0
375,1000000047,10,10,1,M,ZC00,1/29/17,C,1000,100.00,AUD,0.56,1,LB,1,1,,,,,,C,,,0,,0,,,,,,,,,0,"10,000.00",C,,A,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,X,,,0,0,,,,0,0,,0
375,1000000047,10,21,1,M,NAVM,1/29/17,B,15000,0.00,AUD,0.56,0,,0,0,N,X,,,,A,,,0,,0,,,XI,,,,,,0,0,A,,D,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
