MANDT,BUKRS,BELNR,GJAHR,BUZEI,BUZID,AUGDT,AUGCP,AUGBL,BSCHL,KOART,UMSKZ,UMSKS,ZUMSK,SHKZG,GSBER,PARGB,MWSKZ,QSSKZ,DMBTR,WRBTR,KZBTR,PSWBT,PSWSL,TXBHW,TXBFW,MWSTS,WMWST,HWBAS,FWBAS,HWZUZ,FWZUZ,SHZUZ,STEKZ,MWART,TXGRP,KTOSL,QSSHB,KURSR,GBETR,BDIFF,BDIF2,VALUT,ZUONR,SGTXT,ZINKZ,VBUND,BEWAR,ALTKT,VORGN,FDLEV,FDGRP,FDWBT,FDTAG,FKONT,KOKRS,KOSTL,PROJN,AUFNR,VBELN,VBEL2,POSN2,ETEN2,ANLN1,ANLN2,ANBWA,BZDAT,PERNR,XUMSW,XHRES,XKRES,XOPVW,XCPDD,XSKST,XSAUF,XSPRO,XSERG,XFAKT,XUMAN,XANET,XSKRL,XINVE,XPANZ,XAUTO,XNCOP,XZAHL,SAKNR,HKONT,KUNNR,LIFNR,FILKD,XBILK,GVTYP,HZUON,ZFBDT,ZTERM,ZBD1T,ZBD2T,ZBD3T
670,US00,1400000004,2018,1,,00/00/0000,00/00/0000,,40,S,,,,S,,,,,"      60,000.00","      60,000.00",0.0,"      60,000.00",USD,           0.00,           0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,,0.0,0.0,0.0,0.0,0.0,05/02/2018,20180502.0,,,,,,RFBU,,,0.0,00/00/0000,0,NA00,,,,,,0,0,,,,00/00/0000,0,,,X,,,,,,,,,,,,,,,,,100000,,,,X,,,00/00/0000,,0,0,0
670,US00,1400000004,2018,2,,05/02/2018,05/02/2018,1400000004.0,15,D,,,,H,,,,,"      60,000.00","      60,000.00",0.0,"      60,000.00",USD,           0.00,           0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,,0.0,0.0,0.0,0.0,0.0,00/00/0000,20180502.0,,,,,,RFBU,,,0.0,00/00/0000,0,NA00,,,,,,0,0,,,,00/00/0000,0,,,X,X,,,,,,,,,,,,X,,X,110000.0,110000,1001.0,,,X,,,05/02/2018,,0,0,0
670,US00,1400000005,2018,1,,00/00/0000,00/00/0000,,40,S,,,,S,,,,,"      60,000.00","      60,000.00",0.0,"      60,000.00",USD,           0.00,           0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,,0.0,0.0,0.0,0.0,0.0,05/11/2018,20180511.0,,,,,,RFBU,,,0.0,00/00/0000,0,NA00,,,,,,0,0,,,,00/00/0000,0,,,X,,,,,,,,,,,,,,,,,100000,,,,X,,,00/00/0000,,0,0,0
670,US00,1400000005,2018,2,,05/11/2018,05/11/2018,1400000005.0,15,D,,,,H,,,,,"      60,000.00","      60,000.00",0.0,"      60,000.00",USD,           0.00,           0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,,0.0,0.0,0.0,0.0,0.0,00/00/0000,20180511.0,,,,,,RFBU,,,0.0,00/00/0000,0,NA00,,,,,,0,0,,,,00/00/0000,0,,,X,X,,,,,,,,,,,,X,,X,110000.0,110000,1004.0,,,X,,,05/11/2018,,0,0,0
670,US00,1400000006,2018,1,,00/00/0000,00/00/0000,,40,S,,,,S,,,,,"      60,000.00","      60,000.00",0.0,"      60,000.00",USD,           0.00,           0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,,0.0,0.0,0.0,0.0,0.0,05/12/2018,20180512.0,,,,,,RFBU,,,0.0,00/00/0000,0,NA00,,,,,,0,0,,,,00/00/0000,0,,,X,,,,,,,,,,,,,,,,,100000,,,,X,,,00/00/0000,,0,0,0
670,US00,1400000006,2018,2,,05/12/2018,05/12/2018,1400000006.0,15,D,,,,H,,,,,"      60,000.00","      60,000.00",0.0,"      60,000.00",USD,           0.00,           0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,,0.0,0.0,0.0,0.0,0.0,00/00/0000,20180512.0,,,,,,RFBU,,,0.0,00/00/0000,0,NA00,,,,,,0,0,,,,00/00/0000,0,,,X,X,,,,,,,,,,,,X,,X,110000.0,110000,1000.0,,,X,,,05/12/2018,,0,0,0
670,US00,1400000007,2018,1,,00/00/0000,00/00/0000,,40,S,,,,S,,,,,"      60,000.00","      60,000.00",0.0,"      60,000.00",USD,           0.00,           0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,,0.0,0.0,0.0,0.0,0.0,05/13/2018,20180513.0,,,,,,RFBU,,,0.0,00/00/0000,0,NA00,,,,,,0,0,,,,00/00/0000,0,,,X,,,,,,,,,,,,,,,,,100000,,,,X,,,00/00/0000,,0,0,0
670,US00,1400000007,2018,2,,05/13/2018,05/13/2018,1400000007.0,15,D,,,,H,,,,,"      60,000.00","      60,000.00",0.0,"      60,000.00",USD,           0.00,           0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,,0.0,0.0,0.0,0.0,0.0,00/00/0000,20180513.0,,,,,,RFBU,,,0.0,00/00/0000,0,NA00,,,,,,0,0,,,,00/00/0000,0,,,X,X,,,,,,,,,,,,X,,X,110000.0,110000,1056.0,,,X,,,05/13/2018,,0,0,0
670,US00,1400000008,2018,1,,00/00/0000,00/00/0000,,40,S,,,,S,,,,,"      60,000.00","      60,000.00",0.0,"      60,000.00",USD,           0.00,           0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,,0.0,0.0,0.0,0.0,0.0,05/13/2018,20180513.0,,,,,,RFBU,,,0.0,00/00/0000,0,NA00,,,,,,0,0,,,,00/00/0000,0,,,X,,,,,,,,,,,,,,,,,100000,,,,X,,,00/00/0000,,0,0,0
670,US00,1400000008,2018,2,,05/13/2018,05/13/2018,1400000008.0,15,D,,,,H,,,,,"      60,000.00","      60,000.00",0.0,"      60,000.00",USD,           0.00,           0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,,0.0,0.0,0.0,0.0,0.0,00/00/0000,20180513.0,,,,,,RFBU,,,0.0,00/00/0000,0,NA00,,,,,,0,0,,,,00/00/0000,0,,,X,X,,,,,,,,,,,,X,,X,110000.0,110000,1028.0,,,X,,,05/13/2018,,0,0,0
670,US00,1400000009,2018,1,,00/00/0000,00/00/0000,,40,S,,,,S,,,,,"      60,000.00","      60,000.00",0.0,"      60,000.00",USD,           0.00,           0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,,0.0,0.0,0.0,0.0,0.0,05/13/2018,20180513.0,,,,,,RFBU,,,0.0,00/00/0000,0,NA00,,,,,,0,0,,,,00/00/0000,0,,,X,,,,,,,,,,,,,,,,,100000,,,,X,,,00/00/0000,,0,0,0
670,US00,1400000009,2018,2,,05/13/2018,05/13/2018,1400000009.0,15,D,,,,H,,,,,"      60,000.00","      60,000.00",0.0,"      60,000.00",USD,           0.00,           0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,,0.0,0.0,0.0,0.0,0.0,00/00/0000,20180513.0,,,,,,RFBU,,,0.0,00/00/0000,0,NA00,,,,,,0,0,,,,00/00/0000,0,,,X,X,,,,,,,,,,,,X,,X,110000.0,110000,1084.0,,,X,,,05/13/2018,,0,0,0
670,US00,1400000010,2018,1,,00/00/0000,00/00/0000,,40,S,,,,S,,,,,"      60,000.00","      60,000.00",0.0,"      60,000.00",USD,           0.00,           0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,,0.0,0.0,0.0,0.0,0.0,05/14/2018,20180514.0,,,,,,RFBU,,,0.0,00/00/0000,0,NA00,,,,,,0,0,,,,00/00/0000,0,,,X,,,,,,,,,,,,,,,,,100000,,,,X,,,00/00/0000,,0,0,0
670,US00,1400000010,2018,2,,05/14/2018,05/14/2018,1400000010.0,15,D,,,,H,,,,,"      60,000.00","      60,000.00",0.0,"      60,000.00",USD,           0.00,           0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,,0.0,0.0,0.0,0.0,0.0,00/00/0000,20180514.0,,,,,,RFBU,,,0.0,00/00/0000,0,NA00,,,,,,0,0,,,,00/00/0000,0,,,X,X,,,,,,,,,,,,X,,X,110000.0,110000,1086.0,,,X,,,05/14/2018,,0,0,0
670,US00,1400000011,2018,1,,00/00/0000,00/00/0000,,40,S,,,,S,,,,,"      60,000.00","      60,000.00",0.0,"      60,000.00",USD,           0.00,           0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,,0.0,0.0,0.0,0.0,0.0,05/14/2018,20180514.0,,,,,,RFBU,,,0.0,00/00/0000,0,NA00,,,,,,0,0,,,,00/00/0000,0,,,X,,,,,,,,,,,,,,,,,100000,,,,X,,,00/00/0000,,0,0,0
670,US00,1400000011,2018,2,,05/14/2018,05/14/2018,1400000011.0,15,D,,,,H,,,,,"      60,000.00","      60,000.00",0.0,"      60,000.00",USD,           0.00,           0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,,0.0,0.0,0.0,0.0,0.0,00/00/0000,20180514.0,,,,,,RFBU,,,0.0,00/00/0000,0,NA00,,,,,,0,0,,,,00/00/0000,0,,,X,X,,,,,,,,,,,,X,,X,110000.0,110000,1031.0,,,X,,,05/14/2018,,0,0,0
670,US00,1400000012,2018,1,,00/00/0000,00/00/0000,,40,S,,,,S,,,,,"      60,000.00","      60,000.00",0.0,"      60,000.00",USD,           0.00,           0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,,0.0,0.0,0.0,0.0,0.0,05/15/2018,20180515.0,,,,,,RFBU,,,0.0,00/00/0000,0,NA00,,,,,,0,0,,,,00/00/0000,0,,,X,,,,,,,,,,,,,,,,,100000,,,,X,,,00/00/0000,,0,0,0
670,US00,1400000012,2018,2,,05/15/2018,05/15/2018,1400000012.0,15,D,,,,H,,,,,"      60,000.00","      60,000.00",0.0,"      60,000.00",USD,           0.00,           0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,,0.0,0.0,0.0,0.0,0.0,00/00/0000,20180515.0,,,,,,RFBU,,,0.0,00/00/0000,0,NA00,,,,,,0,0,,,,00/00/0000,0,,,X,X,,,,,,,,,,,,X,,X,110000.0,110000,1000.0,,,X,,,05/15/2018,,0,0,0
670,US00,1400000013,2018,1,,00/00/0000,00/00/0000,,40,S,,,,S,,,,,"      60,000.00","      60,000.00",0.0,"      60,000.00",USD,           0.00,           0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,,0.0,0.0,0.0,0.0,0.0,05/15/2018,20180515.0,,,,,,RFBU,,,0.0,00/00/0000,0,NA00,,,,,,0,0,,,,00/00/0000,0,,,X,,,,,,,,,,,,,,,,,100000,,,,X,,,00/00/0000,,0,0,0
670,US00,1400000013,2018,2,,05/15/2018,05/15/2018,1400000013.0,15,D,,,,H,,,,,"      60,000.00","      60,000.00",0.0,"      60,000.00",USD,           0.00,           0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,,0.0,0.0,0.0,0.0,0.0,00/00/0000,20180515.0,,,,,,RFBU,,,0.0,00/00/0000,0,NA00,,,,,,0,0,,,,00/00/0000,0,,,X,X,,,,,,,,,,,,X,,X,110000.0,110000,1017.0,,,X,,,05/15/2018,,0,0,0
670,US00,1400000014,2018,1,,00/00/0000,00/00/0000,,40,S,,,,S,,,,,"      60,000.00","      60,000.00",0.0,"      60,000.00",USD,           0.00,           0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,,0.0,0.0,0.0,0.0,0.0,05/15/2018,20180515.0,,,,,,RFBU,,,0.0,00/00/0000,0,NA00,,,,,,0,0,,,,00/00/0000,0,,,X,,,,,,,,,,,,,,,,,100000,,,,X,,,00/00/0000,,0,0,0
670,US00,1400000014,2018,2,,05/15/2018,05/15/2018,1400000014.0,15,D,,,,H,,,,,"      60,000.00","      60,000.00",0.0,"      60,000.00",USD,           0.00,           0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,,0.0,0.0,0.0,0.0,0.0,00/00/0000,20180515.0,,,,,,RFBU,,,0.0,00/00/0000,0,NA00,,,,,,0,0,,,,00/00/0000,0,,,X,X,,,,,,,,,,,,X,,X,110000.0,110000,1030.0,,,X,,,05/15/2018,,0,0,0
670,US00,1400000015,2018,1,,00/00/0000,00/00/0000,,40,S,,,,S,,,,,"      60,000.00","      60,000.00",0.0,"      60,000.00",USD,           0.00,           0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,,0.0,0.0,0.0,0.0,0.0,05/15/2018,20180515.0,,,,,,RFBU,,,0.0,00/00/0000,0,NA00,,,,,,0,0,,,,00/00/0000,0,,,X,,,,,,,,,,,,,,,,,100000,,,,X,,,00/00/0000,,0,0,0
670,US00,1400000015,2018,2,,05/15/2018,05/15/2018,1400000015.0,15,D,,,,H,,,,,"      60,000.00","      60,000.00",0.0,"      60,000.00",USD,           0.00,           0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,,0.0,0.0,0.0,0.0,0.0,00/00/0000,20180515.0,,,,,,RFBU,,,0.0,00/00/0000,0,NA00,,,,,,0,0,,,,00/00/0000,0,,,X,X,,,,,,,,,,,,X,,X,110000.0,110000,1024.0,,,X,,,05/15/2018,,0,0,0
670,US00,1400000016,2018,1,,00/00/0000,00/00/0000,,40,S,,,,S,,,,,"      60,000.00","      60,000.00",0.0,"      60,000.00",USD,           0.00,           0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,,0.0,0.0,0.0,0.0,0.0,05/15/2018,20180515.0,,,,,,RFBU,,,0.0,00/00/0000,0,NA00,,,,,,0,0,,,,00/00/0000,0,,,X,,,,,,,,,,,,,,,,,100000,,,,X,,,00/00/0000,,0,0,0
670,US00,1400000016,2018,2,,05/15/2018,05/15/2018,1400000016.0,15,D,,,,H,,,,,"      60,000.00","      60,000.00",0.0,"      60,000.00",USD,           0.00,           0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,,0.0,0.0,0.0,0.0,0.0,00/00/0000,20180515.0,,,,,,RFBU,,,0.0,00/00/0000,0,NA00,,,,,,0,0,,,,00/00/0000,0,,,X,X,,,,,,,,,,,,X,,X,110000.0,110000,1026.0,,,X,,,05/15/2018,,0,0,0
670,US00,1400000017,2018,1,,00/00/0000,00/00/0000,,40,S,,,,S,,,,,"      60,000.00","      60,000.00",0.0,"      60,000.00",USD,           0.00,           0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,,0.0,0.0,0.0,0.0,0.0,05/16/2018,20180516.0,,,,,,RFBU,,,0.0,00/00/0000,0,NA00,,,,,,0,0,,,,00/00/0000,0,,,X,,,,,,,,,,,,,,,,,100000,,,,X,,,00/00/0000,,0,0,0
670,US00,1400000017,2018,2,,05/16/2018,05/16/2018,1400000017.0,15,D,,,,H,,,,,"      60,000.00","      60,000.00",0.0,"      60,000.00",USD,           0.00,           0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,,0.0,0.0,0.0,0.0,0.0,00/00/0000,20180516.0,,,,,,RFBU,,,0.0,00/00/0000,0,NA00,,,,,,0,0,,,,00/00/0000,0,,,X,X,,,,,,,,,,,,X,,X,110000.0,110000,1021.0,,,X,,,05/16/2018,,0,0,0
670,US00,1400000018,2018,1,,00/00/0000,00/00/0000,,40,S,,,,S,,,,,"      60,000.00","      60,000.00",0.0,"      60,000.00",USD,           0.00,           0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,,0.0,0.0,0.0,0.0,0.0,05/16/2018,20180516.0,,,,,,RFBU,,,0.0,00/00/0000,0,NA00,,,,,,0,0,,,,00/00/0000,0,,,X,,,,,,,,,,,,,,,,,100000,,,,X,,,00/00/0000,,0,0,0
670,US00,1400000018,2018,2,,05/16/2018,05/16/2018,1400000018.0,15,D,,,,H,,,,,"      60,000.00","      60,000.00",0.0,"      60,000.00",USD,           0.00,           0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,,0.0,0.0,0.0,0.0,0.0,00/00/0000,20180516.0,,,,,,RFBU,,,0.0,00/00/0000,0,NA00,,,,,,0,0,,,,00/00/0000,0,,,X,X,,,,,,,,,,,,X,,X,110000.0,110000,1007.0,,,X,,,05/16/2018,,0,0,0
670,US00,1400000019,2018,1,,00/00/0000,00/00/0000,,40,S,,,,S,,,,,"      60,000.00","      60,000.00",0.0,"      60,000.00",USD,           0.00,           0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,,0.0,0.0,0.0,0.0,0.0,05/16/2018,20180516.0,,,,,,RFBU,,,0.0,00/00/0000,0,NA00,,,,,,0,0,,,,00/00/0000,0,,,X,,,,,,,,,,,,,,,,,100000,,,,X,,,00/00/0000,,0,0,0
670,US00,1400000019,2018,2,,05/16/2018,05/16/2018,1400000019.0,15,D,,,,H,,,,,"      60,000.00","      60,000.00",0.0,"      60,000.00",USD,           0.00,           0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,,0.0,0.0,0.0,0.0,0.0,00/00/0000,20180516.0,,,,,,RFBU,,,0.0,00/00/0000,0,NA00,,,,,,0,0,,,,00/00/0000,0,,,X,X,,,,,,,,,,,,X,,X,110000.0,110000,1027.0,,,X,,,05/16/2018,,0,0,0
670,US00,1400000020,2018,1,,00/00/0000,00/00/0000,,40,S,,,,S,,,,,"      60,000.00","      60,000.00",0.0,"      60,000.00",USD,           0.00,           0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,,0.0,0.0,0.0,0.0,0.0,05/16/2018,20180516.0,,,,,,RFBU,,,0.0,00/00/0000,0,NA00,,,,,,0,0,,,,00/00/0000,0,,,X,,,,,,,,,,,,,,,,,100000,,,,X,,,00/00/0000,,0,0,0
670,US00,1400000020,2018,2,,05/16/2018,05/16/2018,1400000020.0,15,D,,,,H,,,,,"      60,000.00","      60,000.00",0.0,"      60,000.00",USD,           0.00,           0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,,0.0,0.0,0.0,0.0,0.0,00/00/0000,20180516.0,,,,,,RFBU,,,0.0,00/00/0000,0,NA00,,,,,,0,0,,,,00/00/0000,0,,,X,X,,,,,,,,,,,,X,,X,110000.0,110000,1055.0,,,X,,,05/16/2018,,0,0,0
670,US00,1400000021,2018,1,,00/00/0000,00/00/0000,,40,S,,,,S,,,,,"      60,000.00","      60,000.00",0.0,"      60,000.00",USD,           0.00,           0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,,0.0,0.0,0.0,0.0,0.0,05/16/2018,20180516.0,,,,,,RFBU,,,0.0,00/00/0000,0,NA00,,,,,,0,0,,,,00/00/0000,0,,,X,,,,,,,,,,,,,,,,,100000,,,,X,,,00/00/0000,,0,0,0
670,US00,1400000021,2018,2,,05/16/2018,05/16/2018,1400000021.0,15,D,,,,H,,,,,"      60,000.00","      60,000.00",0.0,"      60,000.00",USD,           0.00,           0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,,0.0,0.0,0.0,0.0,0.0,00/00/0000,20180516.0,,,,,,RFBU,,,0.0,00/00/0000,0,NA00,,,,,,0,0,,,,00/00/0000,0,,,X,X,,,,,,,,,,,,X,,X,110000.0,110000,1005.0,,,X,,,05/16/2018,,0,0,0
670,US00,1400000022,2018,1,,00/00/0000,00/00/0000,,40,S,,,,S,,,,,"     450,000.00","     450,000.00",0.0,"     450,000.00",USD,           0.00,           0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,,0.0,0.0,0.0,0.0,0.0,05/21/2018,20180521.0,,,,,,RFBU,,,0.0,00/00/0000,0,NA00,,,,,,0,0,,,,00/00/0000,0,,,X,,,,,,,,,,,,,,,,,100000,,,,X,,,00/00/0000,,0,0,0
670,US00,1400000022,2018,2,,05/21/2018,05/21/2018,1400000022.0,15,D,,,,H,,,,,"     450,000.00","     450,000.00",0.0,"     450,000.00",USD,           0.00,           0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,,0.0,0.0,0.0,0.0,0.0,00/00/0000,20180521.0,,,,,,RFBU,,,0.0,00/00/0000,0,NA00,,,,,,0,0,,,,00/00/0000,0,,,X,X,,,,,,,,,,,,X,,X,110000.0,110000,10001.0,,,X,,,05/21/2018,,0,0,0
670,US00,1500000001,2018,1,,00/00/0000,00/00/0000,,50,S,,,,H,,,,,"      28,000.00","      28,000.00",0.0,"      28,000.00",USD,           0.00,           0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,,0.0,0.0,0.0,0.0,0.0,04/23/2018,20180423.0,,,,,,RFBU,,,0.0,00/00/0000,0,NA00,,,,,,0,0,,,,00/00/0000,0,,,X,,,,,,,,,,,,,,,,,100000,,,,X,,,00/00/0000,,0,0,0
670,US00,1500000001,2018,2,,04/23/2018,04/23/2018,1500000001.0,25,K,,,,S,,,,,"      28,000.00","      28,000.00",0.0,"      28,000.00",USD,           0.00,           0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,,0.0,0.0,0.0,0.0,0.0,00/00/0000,,,,,,,RFBU,,,0.0,00/00/0000,0,NA00,,,,,,0,0,,,,00/00/0000,0,,,X,X,,,,,,,,,,,,X,,X,300000.0,300000,,125000.0,,X,,,04/23/2018,,0,0,0
670,US00,1500000002,2018,1,,00/00/0000,00/00/0000,,50,S,,,,H,,,,,"       4,800.00","       4,800.00",0.0,"       4,800.00",USD,           0.00,           0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,,0.0,0.0,0.0,0.0,0.0,04/23/2018,20180423.0,,,,,,RFBU,,,0.0,00/00/0000,0,NA00,,,,,,0,0,,,,00/00/0000,0,,,X,,,,,,,,,,,,,,,,,100000,,,,X,,,00/00/0000,,0,0,0
670,US00,1500000002,2018,2,,04/23/2018,04/23/2018,1500000002.0,25,K,,,,S,,,,,"       4,800.00","       4,800.00",0.0,"       4,800.00",USD,           0.00,           0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,,0.0,0.0,0.0,0.0,0.0,00/00/0000,,,,,,,RFBU,,,0.0,00/00/0000,0,NA00,,,,,,0,0,,,,00/00/0000,0,,,X,X,,,,,,,,,,,,X,,X,300000.0,300000,,125000.0,,X,,,04/23/2018,,0,0,0
670,US00,1500000003,2018,1,,00/00/0000,00/00/0000,,50,S,,,,H,,,,,"      21,780.00","      21,780.00",0.0,"      21,780.00",USD,           0.00,           0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,,0.0,0.0,0.0,0.0,0.0,04/26/2018,20180426.0,,,,,,RFBU,,,0.0,00/00/0000,0,NA00,,,,,,0,0,,,,00/00/0000,0,,,X,,,,,,,,,,,,,,,,,100000,,,,X,,,00/00/0000,,0,0,0
670,US00,1500000003,2018,2,,04/26/2018,04/26/2018,1500000003.0,25,K,,,,S,,,,,"      21,780.00","      21,780.00",0.0,"      21,780.00",USD,           0.00,           0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,,0.0,0.0,0.0,0.0,0.0,00/00/0000,,,,,,,RFBU,,,0.0,00/00/0000,0,NA00,,,,,,0,0,,,,00/00/0000,0,,,X,X,,,,,,,,,,,,X,,X,300000.0,300000,,125001.0,,X,,,04/26/2018,,0,0,0
670,US00,1500000004,2018,1,,00/00/0000,00/00/0000,,50,S,,,,H,,,,,         192.00,         192.00,0.0,         192.00,USD,           0.00,           0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,,0.0,0.0,0.0,0.0,0.0,04/27/2018,20180427.0,,,,,,RFBU,,,0.0,00/00/0000,0,NA00,,,,,,0,0,,,,00/00/0000,0,,,X,,,,,,,,,,,,,,,,,100000,,,,X,,,00/00/0000,,0,0,0
670,US00,1500000004,2018,2,,04/27/2018,04/27/2018,1500000004.0,25,K,,,,S,,,,,         192.00,         192.00,0.0,         192.00,USD,           0.00,           0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,,0.0,0.0,0.0,0.0,0.0,00/00/0000,,,,,,,RFBU,,,0.0,00/00/0000,0,NA00,,,,,,0,0,,,,00/00/0000,0,,,X,X,,,,,,,,,,,,X,,X,300000.0,300000,,125002.0,,X,,,04/27/2018,,0,0,0
670,US00,1500000005,2018,1,,00/00/0000,00/00/0000,,50,S,,,,H,,,,,"      33,000.00","      33,000.00",0.0,"      33,000.00",USD,           0.00,           0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,,0.0,0.0,0.0,0.0,0.0,04/27/2018,20180427.0,,,,,,RFBU,,,0.0,00/00/0000,0,NA00,,,,,,0,0,,,,00/00/0000,0,,,X,,,,,,,,,,,,,,,,,100000,,,,X,,,00/00/0000,,0,0,0
670,US00,1500000005,2018,2,,04/27/2018,04/27/2018,1500000005.0,25,K,,,,S,,,,,"      33,000.00","      33,000.00",0.0,"      33,000.00",USD,           0.00,           0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,,0.0,0.0,0.0,0.0,0.0,00/00/0000,,,,,,,RFBU,,,0.0,00/00/0000,0,NA00,,,,,,0,0,,,,00/00/0000,0,,,X,X,,,,,,,,,,,,X,,X,300000.0,300000,,125003.0,,X,,,04/27/2018,,0,0,0
670,US00,1500000006,2018,1,,00/00/0000,00/00/0000,,50,S,,,,H,,,,,"       5,500.00","       5,500.00",0.0,"       5,500.00",USD,           0.00,           0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,,0.0,0.0,0.0,0.0,0.0,04/27/2018,20180427.0,,,,,,RFBU,,,0.0,00/00/0000,0,NA00,,,,,,0,0,,,,00/00/0000,0,,,X,,,,,,,,,,,,,,,,,100000,,,,X,,,00/00/0000,,0,0,0
670,US00,1500000006,2018,2,,04/27/2018,04/27/2018,1500000006.0,25,K,,,,S,,,,,"       5,500.00","       5,500.00",0.0,"       5,500.00",USD,           0.00,           0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,,0.0,0.0,0.0,0.0,0.0,00/00/0000,,,,,,,RFBU,,,0.0,00/00/0000,0,NA00,,,,,,0,0,,,,00/00/0000,0,,,X,X,,,,,,,,,,,,X,,X,300000.0,300000,,125004.0,,X,,,04/27/2018,,0,0,0
670,US00,1500000007,2018,1,,00/00/0000,00/00/0000,,50,S,,,,H,,,,,"      16,000.00","      16,000.00",0.0,"      16,000.00",USD,           0.00,           0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,,0.0,0.0,0.0,0.0,0.0,04/29/2018,20180429.0,,,,,,RFBU,,,0.0,00/00/0000,0,NA00,,,,,,0,0,,,,00/00/0000,0,,,X,,,,,,,,,,,,,,,,,100000,,,,X,,,00/00/0000,,0,0,0
670,US00,1500000007,2018,2,,04/29/2018,04/29/2018,1500000007.0,25,K,,,,S,,,,,"      16,000.00","      16,000.00",0.0,"      16,000.00",USD,           0.00,           0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,,0.0,0.0,0.0,0.0,0.0,00/00/0000,,,,,,,RFBU,,,0.0,00/00/0000,0,NA00,,,,,,0,0,,,,00/00/0000,0,,,X,X,,,,,,,,,,,,X,,X,300000.0,300000,,125010.0,,X,,,04/28/2018,,0,0,0
670,US00,1500000008,2018,1,,00/00/0000,00/00/0000,,50,S,,,,H,,,,,"      25,500.00","      25,500.00",0.0,"      25,500.00",USD,           0.00,           0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,,0.0,0.0,0.0,0.0,0.0,04/29/2018,20180429.0,,,,,,RFBU,,,0.0,00/00/0000,0,NA00,,,,,,0,0,,,,00/00/0000,0,,,X,,,,,,,,,,,,,,,,,100000,,,,X,,,00/00/0000,,0,0,0
670,US00,1500000008,2018,2,,04/29/2018,04/29/2018,1500000008.0,25,K,,,,S,,,,,"      25,500.00","      25,500.00",0.0,"      25,500.00",USD,           0.00,           0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,,0.0,0.0,0.0,0.0,0.0,00/00/0000,,,,,,,RFBU,,,0.0,00/00/0000,0,NA00,,,,,,0,0,,,,00/00/0000,0,,,X,X,,,,,,,,,,,,X,,X,300000.0,300000,,125009.0,,X,,,04/29/2018,,0,0,0
